record_id,Node,Link,DateTime,qkdQber,qkdKeyRate,qkdVisibility,qkdLaserPower,neCpuLoad,neMemUsage,neTemperature,attenuation,humidity,device_mode,snmp_status,log_message,event_type,root_cause,sop_action,operator_action,anomaly,missing_data
3896,NodeC,Link1,2025-06-06 09:50:00,0.02200155973919387,1178.1189899694095,0.9619703919988655,1.074011092123187,26,43,43.88988037460173,20.47254192235438,53,secure,OK,System OK,normal,,monitor,,0,0
3897,NodeA,Link1,2025-06-06 09:52:00,0.03099033549429836,1287.904420560092,0.9759709595777728,1.2062553473873836,50,32,54.436669025353666,20.52955236968501,79,secure,OK,System OK,normal,,monitor,,0,0
3898,NodeC,Link2,2025-06-06 09:54:00,0.022232108244243733,1307.7875832355637,0.969200061752416,1.0635021601039962,36,56,54.67506037949815,17.891690975163193,58,secure,OK,System OK,normal,,monitor,,0,0
3899,NodeA,Link2,2025-06-06 09:56:00,0.018423357661262112,906.6838813035228,0.9631190291070898,1.3612053262334551,39,46,51.332831063793655,18.911893663506515,66,secure,OK,System OK,normal,,monitor,,0,0
3900,NodeB,Link3,2025-06-06 09:58:00,0.019592371423201076,905.6405875373318,0.9836428695836815,1.2511425400115832,20,47,54.71947145204949,15.664139573584142,70,diag,OK,System OK,normal,,monitor,,0,0
3901,NodeD,Link1,2025-06-06 10:00:00,0.016557596658991584,1500.0,0.9691857004358791,1.1723670038630845,28,47,40.0,12.58683632308751,60,secure,OK,System OK,normal,,monitor,,0,0
3902,NodeD,Link3,2025-06-06 10:02:00,0.026164576846395622,1232.5816111757977,0.9666565384301378,1.133790877508119,31,43,50.20820427256552,18.08040859716926,59,secure,OK,System OK,normal,,monitor,,0,0
3903,NodeC,Link3,2025-06-06 10:04:00,0.021123036794723986,1487.8464887766586,0.9708036039156229,0.9951855397489227,34,58,44.86135645307181,19.44358122034539,70,secure,OK,System OK,normal,,monitor,,0,0
3904,NodeA,Link2,2025-06-06 10:06:00,0.013763275584147534,968.2198410391194,0.9702936228216306,1.250497766919408,34,54,47.9970348402169,16.383129988257664,56,secure,OK,System OK,normal,,monitor,,0,0
3905,NodeC,Link3,2025-06-06 10:08:00,0.017880988360614504,1252.2080979895977,0.9715515885655249,1.0944198796580686,57,40,58.37555185595872,14.337522146118005,61,secure,OK,System OK,normal,,monitor,,0,0
3906,NodeD,Link3,2025-06-06 10:10:00,0.019377244609317154,1265.2408608896462,0.9857353888075611,1.439555732029825,32,66,43.0949164620637,17.46664713498818,71,secure,OK,System OK,normal,,monitor,,0,0
3907,NodeB,Link2,2025-06-06 10:12:00,0.018908132503013843,1073.615574436441,0.9558324070931458,1.1005130140682104,31,38,46.663466264406985,15.128913918212474,61,secure,OK,System OK,normal,,monitor,,0,0
3908,NodeB,Link1,2025-06-06 10:14:00,0.011125933667259433,908.4086652737769,0.9697307862912808,1.0988036674073163,46,33,49.175331349465424,14.689382724562051,60,secure,OK,System OK,normal,,monitor,,0,0
3909,NodeC,Link3,2025-06-06 10:16:00,0.026843648578395204,1290.5072979924273,0.99,1.2296156339786595,49,58,65.53734559924247,18.05423017248904,63,secure,OK,System OK,normal,,monitor,,0,0
3910,NodeA,Link1,2025-06-06 10:18:00,0.01975809614026248,1092.2253041313468,0.9632685260901045,1.2377760112785643,58,32,46.53666031580205,16.422733295477723,65,secure,OK,System OK,normal,,monitor,,0,0
3911,NodeD,Link1,2025-06-06 10:20:00,0.11242216624870677,180.51505840022907,0.7942628494671558,0.9473480138780161,65,99,79.86519995321109,18.885116778351787,70,secure,DOWN,"QKD key rate dropped, spike anomaly",spike,hardware fail,reboot node,rebooted,1,0
3912,NodeD,Link2,2025-06-06 10:22:00,0.014565448567994336,1253.7985629608659,0.9736096678545738,1.050743076949006,56,48,49.967895451909605,19.61617653998914,65,secure,OK,System OK,normal,,monitor,,0,0
3913,NodeC,Link1,2025-06-06 10:24:00,0.0173727325139887,1254.9951694377428,0.9750992769813619,1.216983788035416,39,36,41.140247965089046,17.03650530206349,51,secure,OK,System OK,normal,,monitor,,0,0
3914,NodeA,Link1,2025-06-06 10:26:00,0.024162224532726186,1342.71496202827,0.98916071092349,1.2385645935021756,38,37,56.40370371085181,16.54682208236516,58,secure,OK,System OK,normal,,monitor,,0,0
3915,NodeA,Link3,2025-06-06 10:28:00,0.01975460503358385,1125.6722759691972,0.99,1.0832943897944214,24,56,52.57855119712558,15.250952438356272,63,secure,OK,System OK,normal,,monitor,,0,0
3916,NodeA,Link3,2025-06-06 10:30:00,0.017962990439621802,1453.3061330260878,0.9675511646244459,1.2397765348445593,24,30,40.0,17.569136486681504,64,secure,OK,System OK,normal,,monitor,,0,0
3917,NodeB,Link2,2025-06-06 10:32:00,0.017818522127157184,1098.418397912638,0.9788555017228442,1.0393551408197717,30,55,40.327449021061376,16.563170295869256,68,secure,OK,System OK,normal,,monitor,,0,0
3918,NodeD,Link3,2025-06-06 10:34:00,0.020927866775756872,1373.0852295463524,0.981868714556923,1.119061807762547,38,81,44.32535321416921,18.895843573185928,72,secure,OK,Data missing,normal,,monitor,,0,1
3919,NodeC,Link1,2025-06-06 10:36:00,0.01504101701712081,1335.6233603913367,0.9363544795772194,1.1065732830995874,39,56,52.277083816623396,14.9413258364048,71,secure,OK,System OK,normal,,monitor,,0,0
3920,NodeD,Link2,2025-06-06 10:38:00,0.01877263460985553,1123.3873509917994,0.9592823754277389,1.3137219623115783,42,44,41.677627899718104,14.209698222098917,67,standby,OK,System OK,normal,,monitor,,0,0
3921,NodeC,Link1,2025-06-06 10:40:00,0.01998685214510554,1245.2133133061766,0.9837534709744861,1.196903522439,40,30,53.11159622209756,15.50131909647667,67,secure,OK,System OK,normal,,monitor,,0,0
3922,NodeB,Link1,2025-06-06 10:42:00,0.013729922436448126,1205.5034513104065,0.948664350065926,1.051869981856521,42,44,50.226108910992764,15.832933488567727,52,secure,OK,System OK,normal,,monitor,,0,0
3923,NodeA,Link2,2025-06-06 10:44:00,0.021320612323752982,1405.9713016696348,0.9869305984300926,1.1077132423109237,48,49,40.0,15.254942034546591,78,secure,OK,System OK,normal,,monitor,,0,0
3924,NodeB,Link2,2025-06-06 10:46:00,0.019978531893870565,1055.9858323918804,0.9801118008624284,1.245119949856008,42,54,50.58423288290428,18.14527344261835,73,secure,OK,System OK,normal,,monitor,,0,0
3925,NodeD,Link3,2025-06-06 10:48:00,0.026546400514627044,1339.3462014268634,0.99,1.2232180120424632,37,57,47.532967616468724,14.739151996289824,71,standby,OK,System OK,normal,,monitor,,0,0
3926,NodeC,Link2,2025-06-06 10:50:00,0.01,1286.5258526783864,0.953229968417891,1.3907684775760962,32,46,44.98400179195611,17.437219649462666,62,secure,OK,System OK,normal,,monitor,,0,0
3927,NodeA,Link3,2025-06-06 10:52:00,0.01926900341760077,1406.8160050984966,0.9770530091961077,1.2203574344599404,31,37,56.82494066982371,14.399424973172266,62,secure,OK,System OK,normal,,monitor,,0,0
3928,NodeB,Link3,2025-06-06 10:54:00,0.021083292657430433,1467.1118978202935,0.9745105620801828,1.1251235087164455,27,62,48.693121803928896,15.505696506204316,67,secure,OK,System OK,normal,,monitor,,0,0
3929,NodeB,Link1,2025-06-06 10:56:00,0.01935585102018314,1045.9005381154843,0.9790943318535673,1.3309154471865232,31,30,48.5128831312597,16.16897907048424,50,secure,OK,System OK,normal,,monitor,,0,0
3930,NodeD,Link1,2025-06-06 10:58:00,0.015029563669264084,890.1801013137812,0.9594802490188672,0.9750339331395056,36,66,45.34300391599781,17.005662253960097,71,secure,OK,Data missing,normal,,monitor,,0,1
3931,NodeB,Link1,2025-06-06 11:00:00,0.02651569860131909,1500.0,0.9628713208999763,1.2381088102615296,34,63,58.975057695202956,16.927632198513283,70,secure,OK,System OK,normal,,monitor,,0,0
3932,NodeD,Link2,2025-06-06 11:02:00,0.015644480303778144,1368.5161044245358,0.961015696695008,1.1101333087044847,36,44,49.88721608049836,16.099589598707027,62,secure,OK,System OK,normal,,monitor,,0,0
3933,NodeD,Link1,2025-06-06 11:04:00,0.014833694364580343,1120.5109505856922,0.9532531462512452,1.2531184873576438,37,52,54.679407647484865,16.3265949572701,76,standby,OK,System OK,normal,,monitor,,0,0
3934,NodeC,Link3,2025-06-06 11:06:00,0.018100925138023298,1208.2754458765548,0.9743038442859171,1.23877349100248,46,45,56.057066430570075,17.757381555300285,64,secure,OK,System OK,normal,,monitor,,0,0
3935,NodeD,Link3,2025-06-06 11:08:00,0.01926914093477568,915.1693809176534,0.9665621750029313,1.0374343159970512,54,51,44.716453168312086,15.709872400386777,57,secure,WARNING,System OK,normal,,monitor,,0,0
3936,NodeA,Link3,2025-06-06 11:10:00,0.016008201173723584,1284.2887240865757,0.9804695606771695,1.311959927566491,41,30,58.347707104474125,16.507078629966212,76,secure,OK,Data missing,normal,,monitor,,0,1
3937,NodeA,Link3,2025-06-06 11:12:00,0.02383011203187437,1142.2647862887818,0.9571394630184293,1.1206421107453612,46,50,57.20733686321432,15.583321843410303,67,standby,OK,System OK,normal,,monitor,,0,0
3938,NodeD,Link2,2025-06-06 11:14:00,0.022496785163659817,1247.1038434034228,0.9484486211841617,1.0852000597213338,27,37,42.688501415692734,17.543140470789886,67,secure,OK,System OK,normal,,monitor,,0,0
3939,NodeA,Link3,2025-06-06 11:16:00,0.02515030110834615,1321.3505382036278,0.9259334653442017,1.219193221773265,30,68,48.18002464227777,16.606465397928773,49,diag,OK,System OK,normal,,monitor,,0,0
3940,NodeB,Link1,2025-06-06 11:18:00,0.021736390531962635,1424.9203102472975,0.9830165129375953,1.074956572880061,41,45,59.17431966793749,16.409466115258404,70,secure,OK,System OK,normal,,monitor,,0,0
3941,NodeB,Link1,2025-06-06 11:20:00,0.014305142758374825,1307.9106848824015,0.9842709700127178,1.3080938188535118,30,63,40.0,17.59319032682472,71,secure,OK,System OK,normal,,monitor,,0,0
3942,NodeC,Link3,2025-06-06 11:22:00,0.02373339438167536,1182.986838601634,0.9731698733815428,1.2859568267075532,28,48,48.263409267599556,14.648361674104077,83,secure,OK,System OK,normal,,monitor,,0,0
3943,NodeA,Link3,2025-06-06 11:24:00,0.019268816317237564,1440.5499355532368,0.989156734283305,1.1448287728615518,33,62,47.466087637942344,17.209690563815442,50,secure,OK,System OK,normal,,monitor,,0,0
3944,NodeB,Link2,2025-06-06 11:26:00,0.02233226858200275,1238.8152783734522,0.9593789149655843,1.1384025979415522,32,66,62.45807484192163,16.01820966527996,73,secure,OK,System OK,normal,,monitor,,0,0
3945,NodeB,Link1,2025-06-06 11:28:00,0.01704485555451717,840.3614043965307,0.9756015773020411,1.4230325598874618,32,30,63.59443480464028,16.716998759157942,59,secure,OK,System OK,normal,,monitor,,0,0
3946,NodeC,Link3,2025-06-06 11:30:00,0.01633356308826097,1102.7920297116168,0.9644775568658058,1.2913796195759562,47,30,42.71107544048085,15.373416737857793,57,diag,OK,System OK,normal,,monitor,,0,0
3947,NodeA,Link3,2025-06-06 11:32:00,0.0215678406394738,1078.234721093184,0.9835660747251934,1.3637596620348993,42,39,45.05271047951847,17.056110695662163,69,secure,OK,System OK,normal,,monitor,,0,0
3948,NodeD,Link1,2025-06-06 11:34:00,0.012907570177573633,1261.8776461394477,0.978431550651717,1.3478902320963522,43,37,58.085226179903714,17.112364046212015,55,secure,OK,Data missing,normal,,monitor,,0,1
3949,NodeC,Link2,2025-06-06 11:36:00,0.0176682559442243,1500.0,0.9411865887013686,1.3152439108603697,51,70,52.93926524190203,16.106907677205395,61,secure,OK,System OK,normal,,monitor,,0,0
3950,NodeC,Link1,2025-06-06 11:38:00,0.015267310297289529,1242.5598324777345,0.9748571815422863,1.2485801078013326,40,54,53.41707501466855,15.129791806934138,72,secure,OK,System OK,normal,,monitor,,0,0
3951,NodeC,Link2,2025-06-06 11:40:00,0.017023324039556774,1003.7945138968786,0.9849575009974953,0.8315140889934131,49,30,60.94617359365908,14.426750043537083,62,secure,OK,System OK,normal,,monitor,,0,0
3952,NodeA,Link1,2025-06-06 11:42:00,0.015291654947775533,1146.2137494300214,0.9693652936783703,1.154967287954374,36,52,41.93067668658635,18.231223803501102,52,secure,WARNING,System OK,normal,,monitor,,0,0
3953,NodeD,Link2,2025-06-06 11:44:00,0.018421911818608642,838.8413531893332,0.9741924546836975,1.2185531072148148,47,47,47.193574379141396,15.730755829898897,70,secure,OK,System OK,normal,,monitor,,0,0
3954,NodeA,Link1,2025-06-06 11:46:00,0.017558276494812945,1500.0,0.9817091291985525,1.083464649411375,51,47,47.4186867413792,14.556951979615903,71,diag,OK,System OK,normal,,monitor,,0,0
3955,NodeA,Link2,2025-06-06 11:48:00,0.020778685022770776,1500.0,0.9592195159735022,1.3165581925117555,47,42,50.238910596678586,15.866400831928626,57,secure,OK,System OK,normal,,monitor,,0,0
3956,NodeD,Link1,2025-06-06 11:50:00,0.019172184523128386,1057.2262218665844,0.954504627209746,1.3054741469877018,36,45,46.82078269265951,14.657178453988474,65,standby,OK,System OK,normal,,monitor,,0,0
3957,NodeB,Link2,2025-06-06 11:52:00,0.014573109904161802,1188.7384441975448,0.9593071468834017,1.2889422064540381,59,34,47.65811395423798,19.417931675948093,59,secure,OK,System OK,normal,,monitor,,0,0
3958,NodeB,Link3,2025-06-06 11:54:00,0.025012852999716374,1131.4751482118368,0.9872562132064934,1.337128924521038,40,39,42.768599035651036,15.631341575158961,60,secure,WARNING,System OK,normal,,monitor,,0,0
3959,NodeD,Link1,2025-06-06 11:56:00,0.01773045436306312,1153.376360221401,0.9584560710794892,1.0398122618408236,51,55,52.20169062780551,16.841163054797796,73,secure,OK,System OK,normal,,monitor,,0,0
3960,NodeC,Link2,2025-06-06 11:58:00,0.017287461027437674,1049.877200984986,0.9751732986337386,1.3159947133277488,39,61,49.31371583876814,16.071501876243257,55,secure,OK,System OK,normal,,monitor,,0,0
3961,NodeB,Link2,2025-06-06 12:00:00,0.026840816957959115,1185.8346057417048,0.9600363596318043,1.087229644813226,35,73,61.623410583666484,17.143266367602013,87,secure,WARNING,Temperature/humidity anomaly,env,overtemp,check cooling,called support,1,0
3962,NodeD,Link2,2025-06-06 12:02:00,0.021487972812147694,1250.7860562508286,0.9792552968344518,1.0733736923564934,45,33,56.94814437858837,17.768246432527384,54,secure,OK,System OK,normal,,monitor,,0,0
3963,NodeB,Link2,2025-06-06 12:04:00,0.01668722292753646,1098.0830902959613,0.9629077840377579,1.2849062231098185,55,55,50.76746696517758,16.23837669901933,72,secure,OK,System OK,normal,,monitor,,0,0
3964,NodeA,Link3,2025-06-06 12:06:00,0.010296546280258416,924.8180206452298,0.9729223303437932,1.174617106748292,48,61,50.507057995950596,15.911853195793492,52,secure,OK,System OK,normal,,monitor,,0,0
3965,NodeA,Link3,2025-06-06 12:08:00,0.017586086769750767,1335.8174055032123,0.9611011033139771,0.9442223494826896,46,36,46.803026520082696,17.257187757282598,61,secure,OK,System OK,normal,,monitor,,0,0
3966,NodeC,Link2,2025-06-06 12:10:00,0.022810726893694875,1025.857317739724,0.9588502870292299,1.0773651492847782,25,58,44.64385149538106,18.72423737145699,57,secure,OK,System OK,normal,,monitor,,0,0
3967,NodeC,Link1,2025-06-06 12:12:00,0.020797742249218404,1031.591376682944,0.96642302709441,1.2035555462937104,44,47,42.90886697224582,15.912538318079257,52,standby,OK,System OK,normal,,monitor,,0,0
3968,NodeD,Link1,2025-06-06 12:14:00,0.0199309481960379,1367.004588529279,0.9648975529607569,1.1984013500727528,44,68,56.90946839663204,16.92732451007319,70,secure,OK,System OK,normal,,monitor,,0,0
3969,NodeA,Link3,2025-06-06 12:16:00,0.02402717099108878,1383.7282234552736,0.9656434208388366,1.3358936516797584,40,71,50.364379531168936,15.659044489437232,66,standby,OK,System OK,normal,,monitor,,0,0
3970,NodeB,Link1,2025-06-06 12:18:00,0.020332520539014534,976.9187067583678,0.9530448039238771,1.1369072138938525,29,56,47.540698834972865,16.38214716900924,73,diag,OK,System OK,normal,,monitor,,0,0
3971,NodeD,Link1,2025-06-06 12:20:00,0.02169049108132491,1011.517014630562,0.96830941816481,1.3436520463611283,31,87,53.40673615681342,14.247868303029517,63,secure,OK,System OK,normal,,monitor,,0,0
3972,NodeC,Link3,2025-06-06 12:22:00,0.023334567602795165,1110.9199328695345,0.9563254534995499,1.3759418592065007,33,45,44.521037032919054,16.43863839321925,59,secure,OK,System OK,normal,,monitor,,0,0
3973,NodeA,Link1,2025-06-06 12:24:00,0.017730895905971752,905.6406323646809,0.9367250754552341,1.0407969112879043,32,34,40.935040125677915,16.17559528796343,60,secure,OK,System OK,normal,,monitor,,0,0
3974,NodeC,Link3,2025-06-06 12:26:00,0.02573152216365985,1268.791090087285,0.9393526826608489,1.2381857125355555,46,39,54.05135160611336,13.928332293733359,54,secure,OK,System OK,normal,,monitor,,0,0
3975,NodeB,Link1,2025-06-06 12:28:00,0.025098694007548446,807.9216145227924,0.9780225235719445,1.0604523387577882,48,62,40.2752774966518,17.09847924880558,67,secure,OK,System OK,normal,,monitor,,0,0
3976,NodeC,Link1,2025-06-06 12:30:00,0.021039125208088965,1215.297665664614,0.9663691097082753,1.142749081566258,36,43,46.97816026055253,16.2437175879296,66,standby,OK,System OK,normal,,monitor,,0,0
3977,NodeB,Link1,2025-06-06 12:32:00,0.02337840013112779,1374.532020842606,0.9865025283533249,1.0600918407816644,41,37,48.8978929379482,18.110704615626705,62,secure,DOWN,System OK,normal,,monitor,,0,0
3978,NodeA,Link2,2025-06-06 12:34:00,0.015494523129945991,1240.469639690924,0.99,1.415178791885273,28,61,55.58326539634132,17.22975351017041,54,secure,OK,System OK,normal,,monitor,,0,0
3979,NodeC,Link3,2025-06-06 12:36:00,0.021648138682280993,1500.0,0.972522891373976,1.2041366703040066,47,54,55.88523503125895,17.393536360313437,77,secure,OK,System OK,normal,,monitor,,0,0
3980,NodeD,Link1,2025-06-06 12:38:00,0.020538883067060296,1136.100699892029,0.9575609150193971,1.2338438794884619,39,53,58.486621327022355,17.999611146558678,67,secure,OK,System OK,normal,,monitor,,0,0
3981,NodeA,Link2,2025-06-06 12:40:00,0.01,1239.4856245608507,0.9691174180042255,1.1528217487356573,44,42,55.308751774848105,14.300986977695167,65,secure,OK,System OK,normal,,monitor,,0,0
3982,NodeB,Link1,2025-06-06 12:42:00,0.011560664350440968,1092.2811793596418,0.98523121011614,1.2067897359531348,25,30,46.909462253284794,16.9948628233352,59,secure,OK,System OK,normal,,monitor,,0,0
3983,NodeC,Link3,2025-06-06 12:44:00,0.016108344979313603,1397.180402804711,0.99,1.0445240995913059,38,30,42.349284815937516,16.74739466146742,71,secure,OK,System OK,normal,,monitor,,0,0
3984,NodeC,Link1,2025-06-06 12:46:00,0.015649371334973374,1137.8813124503438,0.9788616484201048,1.2687669063891103,31,53,55.26586120836445,17.435496709963658,70,secure,OK,System OK,normal,,monitor,,0,0
3985,NodeA,Link2,2025-06-06 12:48:00,0.02685318776165038,1004.396020971755,0.9781047984301781,1.1218728896310357,56,49,51.04209178680504,15.6227025509036,69,secure,OK,System OK,normal,,monitor,,0,0
3986,NodeD,Link2,2025-06-06 12:50:00,0.019340731246104838,1347.856273251018,0.9720867912622975,1.5,58,47,41.53885749731897,16.136243417394,67,secure,OK,System OK,normal,,monitor,,0,0
3987,NodeD,Link1,2025-06-06 12:52:00,0.02201751617488852,1376.024636132267,0.9642920942532837,1.092116274649924,36,65,52.45885376937584,15.509832422403518,60,secure,OK,System OK,normal,,monitor,,0,0
3988,NodeA,Link3,2025-06-06 12:54:00,0.015905911085413994,1174.2916222509161,0.99,1.0489159763329616,20,45,45.85759025916462,16.802111382763133,70,secure,OK,System OK,normal,,monitor,,0,0
3989,NodeA,Link1,2025-06-06 12:56:00,0.014271689429106536,1211.8234331354058,0.9834712099535451,1.316702056026983,50,35,52.14862490216477,19.449216767747043,56,secure,OK,System OK,normal,,monitor,,0,0
3990,NodeB,Link3,2025-06-06 12:58:00,0.02137650354094826,1007.151101577706,0.986427645800625,1.1964651245597617,41,69,52.51370839642129,15.869681702251015,56,secure,WARNING,System OK,normal,,monitor,,0,0
3991,NodeB,Link2,2025-06-06 13:00:00,0.018089939334552146,1349.2327567924071,0.9587881720788282,1.0341691807348279,40,56,50.677205947270004,16.666774634633853,70,secure,OK,System OK,normal,,monitor,,0,0
3992,NodeA,Link1,2025-06-06 13:02:00,0.019429352188389204,1032.2093253928185,0.957916300477499,1.070661778347903,39,56,52.60763574535684,17.38145876850132,73,secure,OK,System OK,normal,,monitor,,0,0
3993,NodeA,Link2,2025-06-06 13:04:00,0.01192479583907123,1206.0324902920038,0.99,1.1101333216312248,42,41,51.83787696188225,15.817501142746316,67,secure,OK,Data missing,normal,,monitor,,0,1
3994,NodeB,Link1,2025-06-06 13:06:00,0.015554130499927061,1300.203162640921,0.99,1.2229512709165304,32,42,54.48242393341076,14.015672056698786,69,secure,OK,System OK,normal,,monitor,,0,0
3995,NodeD,Link3,2025-06-06 13:08:00,0.02026756944820601,1201.2875338185931,0.9650846799974903,1.151892640673689,45,42,45.462356847076016,16.006544666845837,73,secure,OK,System OK,normal,,monitor,,0,0
3996,NodeC,Link2,2025-06-06 13:10:00,0.019848407311847522,1197.841012987197,0.9820744345470911,1.367322418872177,42,41,57.04665843515935,17.962948871689424,61,secure,OK,System OK,normal,,monitor,,0,0
3997,NodeB,Link2,2025-06-06 13:12:00,0.0148832790097909,1245.0840333973883,0.9596644136260871,1.109445162896198,40,39,50.489195928095114,13.243575817549804,80,secure,OK,System OK,normal,,monitor,,0,0
3998,NodeA,Link3,2025-06-06 13:14:00,0.018471629460324032,1317.9238062984641,0.9362115109539302,1.3356070151759687,43,56,62.51552745342515,15.307460926227055,71,standby,OK,System OK,normal,,monitor,,0,0
3999,NodeB,Link3,2025-06-06 13:16:00,0.021243904861317775,1121.333872738115,0.99,1.3369783372667567,42,54,58.379727021757844,15.472368686508805,51,standby,OK,System OK,normal,,monitor,,0,0
4000,NodeB,Link2,2025-06-06 13:18:00,0.017170177589096003,1230.7277270119168,0.972573075295548,0.8998563415437008,41,43,47.31456268376875,17.903122413472882,56,standby,WARNING,System OK,normal,,monitor,,0,0
4001,NodeC,Link1,2025-06-06 13:20:00,0.024801065900214272,1414.8889414408798,0.970653129711931,1.1538950944921584,43,46,50.95913723522052,15.079385779063005,62,secure,OK,System OK,normal,,monitor,,0,0
4002,NodeB,Link2,2025-06-06 13:22:00,0.015165342601718406,1500.0,0.9783767699084502,1.2513520421299786,42,58,55.0415513398208,14.559117110917256,55,secure,OK,System OK,normal,,monitor,,0,0
4003,NodeC,Link2,2025-06-06 13:24:00,0.015521053019732308,1406.6445311610923,0.9376621033076467,0.9464928754246014,36,56,45.20383599866777,18.13700017018245,68,secure,OK,System OK,normal,,monitor,,0,0
4004,NodeA,Link3,2025-06-06 13:26:00,0.01706208278469183,1161.244019622682,0.99,0.9520524241216838,30,41,40.0,16.331996413215982,54,standby,OK,System OK,normal,,monitor,,0,0
4005,NodeB,Link3,2025-06-06 13:28:00,0.01,1500.0,0.9521943053198466,1.1422087343765917,26,47,51.99487148984675,17.337993024657365,66,secure,OK,System OK,normal,,monitor,,0,0
4006,NodeA,Link3,2025-06-06 13:30:00,0.022018348704405485,1117.1885700624025,0.9577428248271538,1.1200965397208682,35,60,46.57617871164574,19.03147171794882,63,standby,OK,System OK,normal,,monitor,,0,0
4007,NodeB,Link3,2025-06-06 13:32:00,0.018468257916506706,1500.0,0.9832797578576492,0.9794694225585889,49,46,50.603571274864315,17.308369904396166,52,secure,OK,System OK,normal,,monitor,,0,0
4008,NodeB,Link1,2025-06-06 13:34:00,0.023140560248162582,1222.0079792009349,0.9523206243854385,1.223611244246272,50,35,40.0,16.599435360233958,75,secure,OK,System OK,normal,,monitor,,0,0
4009,NodeA,Link2,2025-06-06 13:36:00,0.019954803887882594,1305.4450615019168,0.9730093487291732,1.3518983022902025,35,55,61.625508105746874,17.600767420554924,73,secure,OK,System OK,normal,,monitor,,0,0
4010,NodeA,Link3,2025-06-06 13:38:00,0.022927236609919292,1331.3011413521472,0.9553823199295659,1.1289402093238536,40,34,40.34080916204577,15.423638309945504,57,secure,OK,System OK,normal,,monitor,,0,0
4011,NodeA,Link1,2025-06-06 13:40:00,0.02328156097664965,1059.3390792078453,0.9676213169185355,0.8562387975414643,30,37,68.47155212255709,17.518921792051454,76,secure,OK,System OK,normal,,monitor,,0,0
4012,NodeA,Link1,2025-06-06 13:42:00,0.014334158771860717,1143.240221194683,0.9635061288258343,1.3403668010315672,50,55,57.085196601351996,16.34438129563569,74,secure,OK,System OK,normal,,monitor,,0,0
4013,NodeC,Link1,2025-06-06 13:44:00,0.01649261737474855,645.9646749033274,0.9613105409832766,1.0100222749284746,34,58,53.25897236573418,17.048036565865452,56,standby,OK,System OK,normal,,monitor,,0,0
4014,NodeC,Link1,2025-06-06 13:46:00,0.021827726783984383,947.865583564511,0.9637137905872252,1.3047691516563666,44,56,47.98723534295385,16.120247871049003,54,secure,OK,System OK,normal,,monitor,,0,0
4015,NodeD,Link1,2025-06-06 13:48:00,0.0254039085622595,1113.4198451726863,0.965106582515187,1.2233726853645839,41,43,45.86892122175863,16.387376411730784,80,secure,OK,System OK,normal,,monitor,,0,0
4016,NodeB,Link2,2025-06-06 13:50:00,0.01754041821916016,1136.4804875783793,0.9731465297189722,1.1373320110475151,42,73,55.35335720871755,17.42335861637687,47,secure,OK,System OK,normal,,monitor,,0,0
4017,NodeB,Link2,2025-06-06 13:52:00,0.027108224273681685,1003.018479341178,0.9418106746550102,1.1795258433994231,34,95,54.04767018220203,17.32084492667906,50,secure,OK,System OK,normal,,monitor,,0,0
4018,NodeB,Link1,2025-06-06 13:54:00,0.016657987004924324,1048.1498992057327,0.968972587781873,1.2676322357340626,48,52,49.69520907494186,15.163964805452643,68,secure,OK,System OK,normal,,monitor,,0,0
4019,NodeC,Link2,2025-06-06 13:56:00,0.012514187791350623,1481.069650628181,0.967708912913861,1.4020287170314707,29,51,47.161802650494096,16.539294796453024,54,secure,OK,System OK,normal,,monitor,,0,0
4020,NodeA,Link3,2025-06-06 13:58:00,0.018305989905879443,839.7277737319266,0.973409762842615,1.0644338082379086,46,48,44.850697600065295,14.153195961542629,73,secure,OK,System OK,normal,,monitor,,0,0
4021,NodeC,Link3,2025-06-06 14:00:00,0.017446742096496274,1191.2931144127983,0.9619120380513884,1.1592304480298679,26,48,58.66450272770654,13.711098912525555,63,secure,WARNING,System OK,normal,,monitor,,0,0
4022,NodeC,Link1,2025-06-06 14:02:00,0.01,1256.196178344395,0.99,1.3085585870654457,27,42,43.01078766885617,14.778698071410417,61,secure,OK,System OK,normal,,monitor,,0,0
4023,NodeD,Link1,2025-06-06 14:04:00,0.02060183925454714,892.4682591297505,0.9589262961210849,1.167949921633723,46,61,53.070358442015,16.623713610041428,65,secure,OK,System OK,normal,,monitor,,0,0
4024,NodeB,Link2,2025-06-06 14:06:00,0.01860786646949855,1301.5791722842553,0.9361089504035257,1.2108697765570082,31,74,49.378699822793486,16.00407722653055,76,secure,OK,System OK,normal,,monitor,,0,0
4025,NodeC,Link1,2025-06-06 14:08:00,0.01959875999042512,1500.0,0.9783947996094413,1.1755677793090757,27,54,53.988882112820704,17.48509135145875,68,secure,OK,System OK,normal,,monitor,,0,0
4026,NodeB,Link2,2025-06-06 14:10:00,0.022847368448837765,1078.8787134088063,0.9798546821294093,1.0550751339841071,44,65,40.0,18.406127408371393,52,secure,OK,System OK,normal,,monitor,,0,0
4027,NodeB,Link1,2025-06-06 14:12:00,0.017977318953121806,1189.0301702886354,0.9396642086327108,1.1462464908542158,35,42,45.39644351053871,16.308520555310146,63,secure,OK,System OK,normal,,monitor,,0,0
